review_id,brand,industry,review_text,rating,review_date,source,price_level,feature_category,sentiment_label,sentiment_score,aspect,region,market_share_est,competitor_type
404,stylehub,clothing,trendy designs and affordable prices.,5,3/4/2025,facebook,2,delivery,positive,0.83,delivery,india - chennai,5.9,startup
405,nextgen institute,academic,flexible schedules and practical lessons.,4,1/4/2025,instagram,3,delivery,positive,0.8,support,sri lanka - colombo,37.82,startup
406,modaline,clothing,sizes were inaccurate and returns were difficult.,1,10/16/2025,instagram,3,product,negative,-0.82,delivery,india - bangalore,8.25,sme
407,speedybite,food delivery,app works fine but nothing impressive.,4,5/1/2025,google,1,product,neutral,0.02,support,sri lanka - kandy,28.04,sme
408,ocean bites,restaurant,authentic flavors and generous portions.,5,6/14/2024,yelp,2,delivery,positive,0.82,experience,india - chennai,17.21,startup
409,urban curry,restaurant,"clean place and tasty meals, will visit again.",4,1/19/2024,instagram,2,service,positive,0.55,price,sri lanka - colombo,15.16,startup
410,quickeats,food delivery,order was delayed and items missing.,2,1/23/2025,facebook,3,service,negative,-0.47,service,sri lanka - kandy,10.71,startup
411,modaline,clothing,good quality fabric and perfect fit.,4,2/2/2024,yelp,1,service,positive,0.93,price,india - chennai,24.51,sme
412,ocean bites,restaurant,overpriced for the portion size.,2,8/31/2025,google,1,delivery,negative,-0.41,price,india - chennai,17.58,startup
413,urban curry,restaurant,staff were rude and the place was not clean.,2,7/13/2025,facebook,1,delivery,negative,-0.72,support,sri lanka - kandy,39.33,startup
414,urban curry,restaurant,great ambience and quick service. loved the dinner experience.,5,7/14/2025,appstore,2,product,positive,0.53,quality,sri lanka - kandy,17.23,sme
415,trendwear,clothing,quality is acceptable for the price.,4,10/2/2025,google,2,product,neutral,-0.06,experience,sri lanka - colombo,18.06,sme
416,brightpath college,academic,facilities are average.,3,9/27/2025,facebook,2,delivery,neutral,0.08,price,india - chennai,10.92,enterprise
417,urban curry,restaurant,food was okay but nothing special.,4,4/6/2025,instagram,2,support,neutral,-0.03,delivery,india - bangalore,28.51,startup
418,ocean bites,restaurant,staff were rude and the place was not clean.,2,11/18/2024,instagram,2,service,negative,-0.78,delivery,india - chennai,23.11,enterprise
419,stylehub,clothing,fabric quality is poor and shrank after washing.,2,7/27/2024,google,2,product,negative,-0.48,support,india - chennai,10.67,sme
420,urban curry,restaurant,"average taste, reasonable price.",4,5/17/2025,google,2,support,neutral,0.14,service,india - bangalore,33.53,startup
421,skillbridge academy,academic,flexible schedules and practical lessons.,5,9/23/2024,facebook,2,service,positive,0.67,service,sri lanka - kandy,31.94,startup
422,brightpath college,academic,teachers explain concepts clearly and provide good support.,5,9/27/2024,facebook,3,product,positive,0.56,experience,india - chennai,32.55,enterprise
423,ocean bites,restaurant,food was okay but nothing special.,4,6/7/2024,google,2,service,neutral,0.26,quality,india - bangalore,17.32,enterprise
424,futurelearn center,academic,flexible schedules and practical lessons.,4,10/16/2025,appstore,2,delivery,positive,0.64,experience,sri lanka - colombo,29.77,startup
425,speedybite,food delivery,delivery was fast and food arrived hot.,5,7/29/2024,appstore,2,product,positive,0.77,support,sri lanka - colombo,20.72,sme
426,nextgen institute,academic,flexible schedules and practical lessons.,4,9/23/2024,appstore,2,support,positive,0.67,price,sri lanka - kandy,27.72,enterprise
427,urban threads,clothing,designs are decent but limited options.,3,5/28/2025,appstore,2,delivery,neutral,0.18,service,india - chennai,26.28,startup
428,skillbridge academy,academic,facilities are average.,3,8/21/2025,appstore,3,delivery,neutral,-0.03,price,sri lanka - kandy,36.91,sme
429,modaline,clothing,quality is acceptable for the price.,3,1/16/2024,appstore,1,product,neutral,0.17,delivery,india - chennai,11.87,sme
430,freshmart,supermarket,fresh vegetables and well organized shelves.,4,4/4/2025,instagram,1,delivery,positive,0.86,service,sri lanka - colombo,9.08,startup
431,quickeats,food delivery,cold food and poor packaging.,2,1/15/2024,facebook,2,support,negative,-0.87,delivery,sri lanka - kandy,14.37,startup
432,nextgen institute,academic,great learning environment and useful course materials.,5,2/28/2025,instagram,1,support,positive,0.86,price,sri lanka - kandy,26.44,startup
433,skillbridge academy,academic,flexible schedules and practical lessons.,5,11/19/2025,facebook,2,delivery,positive,0.93,service,india - chennai,27.64,startup
434,speedybite,food delivery,cold food and poor packaging.,1,6/17/2024,google,2,product,negative,-0.91,experience,sri lanka - colombo,26.74,enterprise
435,urban threads,clothing,clothes feel comfortable and durable.,4,5/30/2024,facebook,1,delivery,positive,0.91,support,india - bangalore,8.93,startup
436,skillbridge academy,academic,great learning environment and useful course materials.,4,12/1/2024,yelp,2,support,positive,0.98,price,india - chennai,7.67,sme
437,citygrocer,supermarket,quick billing and helpful staff.,4,9/1/2025,yelp,1,service,positive,0.83,experience,sri lanka - kandy,11.19,sme
438,skillbridge academy,academic,great learning environment and useful course materials.,5,10/9/2025,google,3,product,positive,0.94,service,sri lanka - kandy,36.03,enterprise
439,modaline,clothing,clothes feel comfortable and durable.,4,3/8/2024,instagram,2,product,positive,0.75,price,india - bangalore,19.62,startup
440,quickeats,food delivery,order was delayed and items missing.,1,9/25/2025,facebook,1,service,negative,-0.69,delivery,india - chennai,39.81,startup
441,brightpath college,academic,teachers explain concepts clearly and provide good support.,4,2/25/2025,instagram,3,service,positive,0.97,experience,sri lanka - colombo,39.31,enterprise
442,freshmart,supermarket,wide variety of products at good prices.,5,8/2/2024,instagram,2,support,positive,0.65,price,india - bangalore,14.89,startup
443,urban curry,restaurant,food was okay but nothing special.,3,9/4/2024,appstore,2,delivery,neutral,0.16,delivery,india - chennai,5.71,sme
444,skillbridge academy,academic,great learning environment and useful course materials.,5,5/25/2025,yelp,3,support,positive,0.51,quality,sri lanka - colombo,13.29,sme
445,mealgo,food delivery,cold food and poor packaging.,1,9/24/2025,facebook,3,service,negative,-0.85,service,india - bangalore,28.6,enterprise
446,mealgo,food delivery,delivery time was acceptable.,4,11/16/2025,facebook,1,service,neutral,-0.01,support,sri lanka - colombo,39.92,startup
447,urban curry,restaurant,"clean place and tasty meals, will visit again.",5,10/8/2024,yelp,1,service,positive,0.55,quality,sri lanka - kandy,7.21,enterprise
448,citygrocer,supermarket,wide variety of products at good prices.,4,4/16/2025,facebook,1,service,positive,0.71,price,sri lanka - colombo,36.87,sme
449,trendwear,clothing,overpriced for low quality material.,1,10/7/2025,facebook,1,support,negative,-0.78,delivery,sri lanka - kandy,20.97,enterprise
450,urban curry,restaurant,overpriced for the portion size.,1,2/22/2024,appstore,1,product,negative,-0.6,price,sri lanka - kandy,11.48,enterprise
451,brightpath college,academic,facilities are average.,4,7/14/2025,facebook,3,delivery,neutral,-0.06,quality,sri lanka - colombo,22.93,enterprise
452,fooddash,food delivery,order was delayed and items missing.,2,8/4/2025,yelp,1,delivery,negative,-0.43,service,india - chennai,7.47,enterprise
453,dailyneeds,supermarket,store is okay but sometimes crowded.,4,3/4/2025,yelp,1,product,neutral,0.28,quality,sri lanka - kandy,21.09,sme
454,spice garden,restaurant,the food was delicious and the staff were very friendly.,4,11/27/2025,yelp,2,service,positive,0.55,service,india - bangalore,18.48,sme
455,dailyneeds,supermarket,wide variety of products at good prices.,4,1/28/2025,google,2,product,positive,0.63,experience,sri lanka - kandy,23.31,enterprise
456,futurelearn center,academic,great learning environment and useful course materials.,4,10/21/2024,google,3,service,positive,0.85,service,sri lanka - colombo,20.96,sme
457,nextgen institute,academic,outdated materials and unhelpful staff.,1,6/23/2024,instagram,2,support,negative,-0.71,delivery,india - chennai,35.32,sme
458,ocean bites,restaurant,the food was delicious and the staff were very friendly.,4,2/10/2025,yelp,2,delivery,positive,0.72,service,sri lanka - kandy,5.46,startup
459,urban curry,restaurant,the food was delicious and the staff were very friendly.,4,4/20/2025,yelp,1,support,positive,0.51,quality,india - bangalore,22.47,startup
460,mealgo,food delivery,delivery time was acceptable.,3,5/14/2024,appstore,2,product,neutral,0.2,service,india - bangalore,27.23,enterprise
461,mealgo,food delivery,cold food and poor packaging.,2,11/22/2024,google,2,delivery,negative,-1,service,sri lanka - colombo,37.79,startup
462,brightpath college,academic,great learning environment and useful course materials.,5,9/27/2024,instagram,3,service,positive,0.95,price,sri lanka - colombo,22.62,startup
463,trendwear,clothing,fabric quality is poor and shrank after washing.,2,8/8/2025,appstore,2,support,negative,-0.86,price,india - bangalore,36.16,enterprise
464,mealgo,food delivery,easy app to use and good tracking system.,4,1/18/2025,facebook,1,delivery,positive,0.63,price,india - chennai,11.05,enterprise
465,spice garden,restaurant,authentic flavors and generous portions.,4,3/24/2024,google,2,support,positive,0.95,support,india - bangalore,35.91,sme
466,modaline,clothing,fabric quality is poor and shrank after washing.,2,10/16/2024,yelp,1,product,negative,-0.95,delivery,india - bangalore,10.39,sme
467,modaline,clothing,clothes feel comfortable and durable.,5,8/24/2025,instagram,2,product,positive,0.68,price,india - bangalore,34.68,startup
468,ocean bites,restaurant,the food was delicious and the staff were very friendly.,5,6/9/2024,facebook,3,support,positive,0.6,quality,india - bangalore,38.81,enterprise
469,stylehub,clothing,fabric quality is poor and shrank after washing.,1,4/30/2025,yelp,1,support,negative,-0.59,experience,india - chennai,35.82,enterprise
470,futurelearn center,academic,course content is fine but could be updated.,4,10/18/2025,yelp,2,product,neutral,0.05,support,sri lanka - colombo,7.63,sme
471,dailyneeds,supermarket,quick billing and helpful staff.,5,2/4/2025,yelp,2,product,positive,0.79,service,india - chennai,8.99,enterprise
472,brightpath college,academic,outdated materials and unhelpful staff.,2,3/1/2024,google,3,support,negative,-0.8,delivery,india - chennai,33.34,enterprise
473,mealgo,food delivery,app works fine but nothing impressive.,4,9/25/2024,yelp,1,delivery,neutral,0.04,support,india - chennai,31.75,enterprise
474,greenbasket,supermarket,store is okay but sometimes crowded.,4,7/7/2024,facebook,2,product,neutral,0.06,delivery,india - chennai,5.95,enterprise
475,mealgo,food delivery,delivery time was acceptable.,4,12/3/2024,google,2,product,neutral,0.05,quality,india - bangalore,35.52,sme
476,dailyneeds,supermarket,wide variety of products at good prices.,5,12/18/2024,facebook,2,product,positive,0.74,price,sri lanka - kandy,26.76,enterprise
477,trendwear,clothing,clothes feel comfortable and durable.,4,1/17/2025,google,3,delivery,positive,0.96,quality,india - chennai,17.04,sme
478,stylehub,clothing,fabric quality is poor and shrank after washing.,2,4/26/2025,facebook,2,support,negative,-0.63,delivery,sri lanka - colombo,11.42,sme
479,ocean bites,restaurant,overpriced for the portion size.,1,1/19/2024,facebook,3,delivery,negative,-0.69,support,sri lanka - colombo,25.15,enterprise
480,skillbridge academy,academic,great learning environment and useful course materials.,5,4/6/2025,facebook,2,delivery,positive,0.78,delivery,india - chennai,38.72,startup
481,trendwear,clothing,good quality fabric and perfect fit.,4,2/1/2025,instagram,2,service,positive,0.8,support,india - chennai,37.2,enterprise
482,futurelearn center,academic,poor communication from administration.,2,5/30/2025,instagram,3,product,negative,-0.64,price,sri lanka - colombo,6.7,sme
483,trendwear,clothing,designs are decent but limited options.,3,10/18/2024,appstore,2,service,neutral,0.1,price,india - bangalore,37.53,enterprise
484,freshmart,supermarket,some items were expired on the shelf.,2,8/2/2025,yelp,2,delivery,negative,-0.61,delivery,india - chennai,21.13,startup
485,quickeats,food delivery,easy app to use and good tracking system.,5,4/17/2024,appstore,1,delivery,positive,0.71,service,india - chennai,33.67,sme
486,dailyneeds,supermarket,products are available but prices are average.,3,2/2/2024,appstore,1,product,neutral,0.01,experience,sri lanka - colombo,14.68,sme
487,ocean bites,restaurant,authentic flavors and generous portions.,4,7/26/2025,instagram,1,service,positive,0.59,experience,india - bangalore,29.2,startup
488,greenbasket,supermarket,long queues at checkout counters.,2,11/23/2025,google,3,service,negative,-0.41,delivery,india - chennai,13.13,enterprise
489,quickeats,food delivery,app works fine but nothing impressive.,3,12/16/2024,facebook,3,service,neutral,0.03,delivery,india - chennai,39.5,enterprise
490,brightpath college,academic,flexible schedules and practical lessons.,4,2/21/2024,google,1,service,positive,0.7,quality,sri lanka - kandy,31.19,enterprise
491,brightpath college,academic,poor communication from administration.,1,8/5/2025,instagram,1,service,negative,-0.57,quality,india - bangalore,31.95,sme
492,fooddash,food delivery,order was delayed and items missing.,2,11/25/2024,google,1,product,negative,-0.41,delivery,sri lanka - kandy,39.38,sme
493,speedybite,food delivery,easy app to use and good tracking system.,4,10/5/2025,google,2,support,positive,0.68,quality,sri lanka - colombo,25.17,sme
494,brightpath college,academic,great learning environment and useful course materials.,4,8/8/2024,yelp,2,delivery,positive,0.6,price,sri lanka - kandy,21.9,sme
495,quickeats,food delivery,delivery was fast and food arrived hot.,4,1/22/2024,yelp,1,service,positive,0.71,service,sri lanka - colombo,23.37,sme
496,trendwear,clothing,trendy designs and affordable prices.,4,3/5/2025,yelp,1,delivery,positive,0.55,support,sri lanka - kandy,5.57,startup
497,skillbridge academy,academic,facilities are average.,3,6/2/2024,yelp,1,product,neutral,0.23,service,sri lanka - kandy,21.09,enterprise
498,futurelearn center,academic,teachers explain concepts clearly and provide good support.,4,3/11/2024,yelp,1,delivery,positive,0.98,price,india - chennai,26.63,sme
499,nextgen institute,academic,great learning environment and useful course materials.,4,8/1/2025,facebook,3,support,positive,0.65,service,sri lanka - colombo,25.76,sme
500,citygrocer,supermarket,products are available but prices are average.,4,2/27/2024,yelp,1,support,neutral,-0.05,delivery,india - bangalore,18.82,sme
501,greenbasket,supermarket,store is okay but sometimes crowded.,3,11/25/2025,google,3,product,neutral,0.26,service,india - bangalore,26.43,sme
502,spice garden,restaurant,the food was delicious and the staff were very friendly.,5,4/27/2024,appstore,2,service,positive,0.79,quality,sri lanka - kandy,35.57,startup
503,stylehub,clothing,clothes feel comfortable and durable.,5,11/15/2024,yelp,1,support,positive,0.9,delivery,india - bangalore,23.14,sme
504,citygrocer,supermarket,staff not responsive when asking for help.,2,3/31/2024,appstore,3,service,negative,-0.43,quality,sri lanka - colombo,23.87,sme
505,grand tandoori,restaurant,staff were rude and the place was not clean.,1,5/1/2025,google,3,support,negative,-0.99,support,india - bangalore,16.14,startup
506,futurelearn center,academic,outdated materials and unhelpful staff.,1,5/27/2024,yelp,2,product,negative,-0.99,quality,india - chennai,31.05,sme
507,trendwear,clothing,clothes feel comfortable and durable.,5,2/9/2024,facebook,2,service,positive,0.61,experience,sri lanka - kandy,10.28,enterprise
508,freshmart,supermarket,some items were expired on the shelf.,2,10/16/2025,instagram,2,support,negative,-0.82,price,india - chennai,11.45,sme
509,trendwear,clothing,sizes were inaccurate and returns were difficult.,1,2/4/2024,google,1,product,negative,-0.85,service,sri lanka - kandy,35.74,enterprise
510,futurelearn center,academic,flexible schedules and practical lessons.,4,4/21/2025,appstore,2,service,positive,0.91,support,india - bangalore,18.67,enterprise
511,nextgen institute,academic,flexible schedules and practical lessons.,4,1/11/2025,yelp,1,delivery,positive,0.94,service,india - chennai,27.71,sme
512,greenbasket,supermarket,products are available but prices are average.,4,8/16/2024,yelp,2,product,neutral,-0.09,experience,sri lanka - colombo,15.77,startup
513,trendwear,clothing,designs are decent but limited options.,4,3/8/2025,instagram,1,service,neutral,0.18,delivery,india - bangalore,6.25,sme
514,stylehub,clothing,good quality fabric and perfect fit.,4,6/7/2025,google,3,service,positive,0.62,experience,india - chennai,26.58,sme
515,ocean bites,restaurant,authentic flavors and generous portions.,5,7/9/2025,yelp,2,support,positive,0.68,experience,india - chennai,36.71,startup
516,greenbasket,supermarket,quick billing and helpful staff.,5,2/29/2024,instagram,3,service,positive,0.79,price,india - chennai,16.16,startup
517,nextgen institute,academic,course content is fine but could be updated.,4,11/7/2025,google,3,service,neutral,-0.03,price,sri lanka - kandy,33.96,startup
518,ocean bites,restaurant,food arrived cold and the service was slow.,1,1/23/2024,yelp,2,product,negative,-0.87,delivery,india - bangalore,24.3,sme
519,grand tandoori,restaurant,great ambience and quick service. loved the dinner experience.,4,6/4/2025,facebook,2,product,positive,0.84,support,india - bangalore,21.51,startup
520,freshmart,supermarket,fresh vegetables and well organized shelves.,4,3/15/2025,appstore,1,service,positive,0.59,delivery,sri lanka - kandy,14.14,sme
521,trendwear,clothing,sizes were inaccurate and returns were difficult.,2,7/26/2024,yelp,2,delivery,negative,-0.49,delivery,india - bangalore,23.98,startup
522,futurelearn center,academic,outdated materials and unhelpful staff.,1,4/14/2024,instagram,3,support,negative,-0.74,price,sri lanka - kandy,6.69,startup
523,brightpath college,academic,great learning environment and useful course materials.,4,1/16/2025,google,2,delivery,positive,0.95,service,india - chennai,30.05,sme
524,futurelearn center,academic,course content is fine but could be updated.,3,10/3/2024,yelp,1,delivery,neutral,0.2,quality,sri lanka - colombo,18.58,startup
525,skillbridge academy,academic,outdated materials and unhelpful staff.,2,2/3/2024,google,3,service,negative,-0.97,delivery,sri lanka - colombo,35.66,sme
526,futurelearn center,academic,great learning environment and useful course materials.,5,8/6/2025,instagram,1,delivery,positive,0.55,support,india - chennai,29.55,sme
527,mealgo,food delivery,order was delayed and items missing.,1,12/28/2024,google,2,service,negative,-0.53,experience,india - bangalore,17.07,enterprise
528,nextgen institute,academic,teachers explain concepts clearly and provide good support.,5,4/14/2025,instagram,3,delivery,positive,0.92,service,sri lanka - colombo,33.32,enterprise
529,trendwear,clothing,good quality fabric and perfect fit.,5,5/7/2024,facebook,1,support,positive,0.94,support,sri lanka - colombo,13.5,startup
530,freshmart,supermarket,fresh vegetables and well organized shelves.,4,11/4/2025,appstore,3,product,positive,0.72,price,india - bangalore,25.31,enterprise
531,greenbasket,supermarket,some items were expired on the shelf.,1,7/15/2025,yelp,2,support,negative,-0.95,support,sri lanka - kandy,37.76,enterprise
532,ocean bites,restaurant,"clean place and tasty meals, will visit again.",4,4/6/2024,google,2,support,positive,0.78,support,sri lanka - colombo,8.97,enterprise
533,spice garden,restaurant,"clean place and tasty meals, will visit again.",5,7/26/2024,appstore,3,service,positive,0.67,support,india - bangalore,12.28,sme
534,stylehub,clothing,good quality fabric and perfect fit.,4,11/25/2025,google,1,product,positive,0.63,experience,india - chennai,36.62,enterprise
535,mealgo,food delivery,app crashed while placing order.,2,10/9/2025,instagram,2,delivery,negative,-0.76,delivery,india - chennai,36.91,enterprise
536,speedybite,food delivery,delivery time was acceptable.,4,11/19/2025,instagram,2,service,neutral,0.25,experience,sri lanka - kandy,32.86,enterprise
537,brightpath college,academic,teachers explain concepts clearly and provide good support.,4,6/11/2025,yelp,1,delivery,positive,0.84,quality,india - chennai,23.15,enterprise
538,grand tandoori,restaurant,staff were rude and the place was not clean.,2,1/13/2024,yelp,1,product,negative,-0.53,support,india - bangalore,18.75,sme
539,dailyneeds,supermarket,wide variety of products at good prices.,4,8/26/2025,instagram,3,product,positive,0.64,service,india - bangalore,7.8,enterprise
540,spice garden,restaurant,overpriced for the portion size.,2,12/27/2024,facebook,2,product,negative,-0.96,delivery,sri lanka - kandy,25.95,enterprise
541,greenbasket,supermarket,quick billing and helpful staff.,4,6/13/2024,google,3,delivery,positive,0.82,support,india - chennai,17.02,sme
542,stylehub,clothing,designs are decent but limited options.,4,1/12/2024,google,2,delivery,neutral,0.06,price,india - bangalore,10.16,enterprise
543,skillbridge academy,academic,poor communication from administration.,1,10/7/2025,instagram,2,service,negative,-0.49,price,sri lanka - colombo,36.87,startup
544,freshmart,supermarket,fresh vegetables and well organized shelves.,5,3/17/2024,yelp,3,delivery,positive,0.5,support,india - chennai,38.13,sme
545,nextgen institute,academic,facilities are average.,3,7/15/2025,yelp,1,product,neutral,0.02,quality,sri lanka - kandy,21.51,startup
546,urban threads,clothing,trendy designs and affordable prices.,5,5/9/2024,google,1,service,positive,0.58,experience,india - chennai,8.04,sme
547,modaline,clothing,overpriced for low quality material.,2,2/13/2025,yelp,3,product,negative,-0.49,quality,india - bangalore,37.16,enterprise
548,quickeats,food delivery,reliable service and accurate orders.,5,4/28/2025,google,2,product,positive,0.79,service,india - chennai,27.73,sme
549,futurelearn center,academic,course content is fine but could be updated.,4,3/13/2025,instagram,3,product,neutral,-0.04,support,sri lanka - colombo,10.17,sme
550,citygrocer,supermarket,staff not responsive when asking for help.,1,7/2/2025,instagram,3,service,negative,-0.55,price,sri lanka - kandy,39.37,sme
551,greenbasket,supermarket,wide variety of products at good prices.,4,8/11/2025,appstore,1,product,positive,0.99,delivery,india - chennai,38.07,sme
552,dailyneeds,supermarket,products are available but prices are average.,4,10/1/2024,appstore,1,support,neutral,-0.03,price,india - chennai,15.11,enterprise
553,skillbridge academy,academic,course content is fine but could be updated.,4,4/5/2025,yelp,3,product,neutral,-0.1,support,india - bangalore,37.31,enterprise
554,citygrocer,supermarket,staff not responsive when asking for help.,1,7/26/2024,facebook,1,product,negative,-0.7,quality,sri lanka - colombo,5.15,startup
555,urban threads,clothing,good quality fabric and perfect fit.,5,11/21/2024,google,2,delivery,positive,0.55,price,india - chennai,7.67,enterprise
556,urban curry,restaurant,the food was delicious and the staff were very friendly.,5,8/16/2025,yelp,1,delivery,positive,0.77,delivery,india - bangalore,11.88,startup
557,trendwear,clothing,overpriced for low quality material.,1,4/14/2024,instagram,2,support,negative,-0.51,price,india - chennai,33.99,enterprise
558,futurelearn center,academic,great learning environment and useful course materials.,4,2/11/2024,google,3,support,positive,0.61,experience,sri lanka - colombo,16.95,sme
559,futurelearn center,academic,poor communication from administration.,1,6/13/2025,instagram,1,service,negative,-0.94,support,sri lanka - kandy,27.08,sme
560,brightpath college,academic,great learning environment and useful course materials.,4,6/4/2024,appstore,2,delivery,positive,0.73,price,sri lanka - colombo,29.77,sme
561,stylehub,clothing,designs are decent but limited options.,4,6/1/2025,yelp,2,product,neutral,-0.07,support,india - chennai,27.33,sme
562,urban curry,restaurant,staff were rude and the place was not clean.,1,1/5/2024,appstore,3,product,negative,-0.9,support,india - chennai,27.39,startup
563,speedybite,food delivery,easy app to use and good tracking system.,5,7/21/2024,appstore,2,service,positive,0.82,service,india - chennai,28.56,sme
564,speedybite,food delivery,easy app to use and good tracking system.,4,11/3/2025,appstore,1,support,positive,0.56,service,sri lanka - colombo,14.67,startup
565,nextgen institute,academic,facilities are average.,4,5/1/2025,instagram,3,product,neutral,0.08,support,sri lanka - colombo,9.18,startup
566,mealgo,food delivery,delivery time was acceptable.,3,4/24/2025,yelp,3,product,neutral,-0.06,experience,india - bangalore,32.76,sme
567,urban curry,restaurant,authentic flavors and generous portions.,4,7/20/2025,google,3,support,positive,0.89,experience,sri lanka - kandy,22.3,enterprise
568,brightpath college,academic,course content is fine but could be updated.,4,9/9/2025,yelp,2,support,neutral,0.16,delivery,india - chennai,38.8,sme
569,fooddash,food delivery,order was delayed and items missing.,1,1/15/2025,yelp,1,support,negative,-0.41,price,india - bangalore,25.43,startup
570,citygrocer,supermarket,store is okay but sometimes crowded.,3,8/18/2025,appstore,2,service,neutral,0.11,price,india - bangalore,37.87,sme
571,modaline,clothing,quality is acceptable for the price.,3,9/28/2025,facebook,1,service,neutral,0.09,delivery,india - bangalore,30.04,sme
572,trendwear,clothing,quality is acceptable for the price.,3,10/12/2024,google,2,support,neutral,0.23,service,india - chennai,11.04,startup
573,spice garden,restaurant,authentic flavors and generous portions.,4,5/11/2025,facebook,2,delivery,positive,0.7,quality,india - bangalore,29.72,enterprise
574,citygrocer,supermarket,quick billing and helpful staff.,5,1/16/2025,instagram,3,delivery,positive,0.76,price,sri lanka - kandy,37.68,startup
575,dailyneeds,supermarket,wide variety of products at good prices.,5,7/20/2025,facebook,2,delivery,positive,0.62,support,sri lanka - colombo,9.47,sme
576,urban threads,clothing,trendy designs and affordable prices.,5,7/22/2025,yelp,3,product,positive,0.73,service,sri lanka - kandy,32.46,enterprise
577,trendwear,clothing,fabric quality is poor and shrank after washing.,2,1/4/2025,instagram,2,service,negative,-0.92,experience,sri lanka - colombo,5.79,enterprise
578,fooddash,food delivery,cold food and poor packaging.,2,11/30/2025,google,2,support,negative,-0.63,price,sri lanka - kandy,21.39,enterprise
579,futurelearn center,academic,course content is fine but could be updated.,4,11/18/2024,appstore,3,support,neutral,0.17,price,sri lanka - kandy,13.82,startup
580,trendwear,clothing,overpriced for low quality material.,1,8/7/2024,instagram,2,service,negative,-0.58,experience,sri lanka - kandy,33.48,startup
581,quickeats,food delivery,app works fine but nothing impressive.,3,9/15/2024,facebook,3,support,neutral,0.01,service,sri lanka - colombo,38.6,startup
582,dailyneeds,supermarket,some items were expired on the shelf.,1,5/23/2025,facebook,1,service,negative,-0.6,delivery,sri lanka - kandy,8.53,enterprise
583,freshmart,supermarket,some items were expired on the shelf.,2,10/13/2024,facebook,3,product,negative,-0.97,quality,sri lanka - kandy,35.17,startup
584,speedybite,food delivery,reliable service and accurate orders.,4,7/28/2025,google,1,delivery,positive,0.85,quality,sri lanka - colombo,6.69,startup
585,fooddash,food delivery,delivery was fast and food arrived hot.,5,2/8/2024,yelp,3,service,positive,0.56,experience,india - chennai,15.08,startup
586,skillbridge academy,academic,flexible schedules and practical lessons.,4,5/13/2025,google,2,product,positive,0.62,experience,india - bangalore,20.79,sme
587,brightpath college,academic,facilities are average.,4,2/7/2025,facebook,1,delivery,neutral,0.2,support,india - bangalore,9.79,sme
588,mealgo,food delivery,order was delayed and items missing.,1,8/30/2025,yelp,3,product,negative,-0.8,support,sri lanka - kandy,27.23,sme
589,ocean bites,restaurant,great ambience and quick service. loved the dinner experience.,4,4/28/2024,appstore,1,product,positive,0.84,experience,india - bangalore,36.68,sme
590,trendwear,clothing,fabric quality is poor and shrank after washing.,2,3/15/2025,google,2,product,negative,-0.92,service,india - bangalore,12.72,startup
591,ocean bites,restaurant,overpriced for the portion size.,1,10/12/2025,instagram,2,delivery,negative,-0.82,experience,india - chennai,9.8,sme
592,futurelearn center,academic,course content is fine but could be updated.,4,11/2/2024,appstore,2,support,neutral,-0.08,support,india - chennai,13.77,enterprise
593,speedybite,food delivery,delivery was fast and food arrived hot.,5,2/3/2025,google,3,support,positive,0.94,quality,india - bangalore,34.74,enterprise
594,greenbasket,supermarket,fresh vegetables and well organized shelves.,4,1/7/2024,appstore,1,delivery,positive,0.74,delivery,sri lanka - colombo,21.76,startup
595,grand tandoori,restaurant,great ambience and quick service. loved the dinner experience.,4,9/17/2024,google,1,delivery,positive,0.68,quality,india - chennai,29.48,startup
596,mealgo,food delivery,order was delayed and items missing.,2,5/16/2025,yelp,2,support,negative,-0.88,quality,sri lanka - colombo,19.39,enterprise
597,grand tandoori,restaurant,food was okay but nothing special.,4,3/4/2025,google,1,service,neutral,0.1,delivery,india - bangalore,32.15,sme
598,spice garden,restaurant,"clean place and tasty meals, will visit again.",5,5/5/2024,google,3,service,positive,0.63,quality,sri lanka - colombo,35.84,enterprise
599,brightpath college,academic,flexible schedules and practical lessons.,4,4/8/2024,google,3,product,positive,0.74,quality,india - chennai,26.72,enterprise
600,dailyneeds,supermarket,long queues at checkout counters.,1,10/27/2024,instagram,3,support,negative,-0.58,support,india - chennai,23.45,enterprise
601,stylehub,clothing,trendy designs and affordable prices.,5,4/19/2024,instagram,3,service,positive,0.9,delivery,sri lanka - kandy,15.07,sme
602,trendwear,clothing,clothes feel comfortable and durable.,5,1/5/2025,appstore,2,product,positive,0.56,service,india - bangalore,22.67,sme
603,skillbridge academy,academic,poor communication from administration.,1,2/24/2024,appstore,1,product,negative,-0.78,experience,india - bangalore,28.4,startup
604,urban curry,restaurant,great ambience and quick service. loved the dinner experience.,5,12/14/2024,google,1,service,positive,0.66,price,india - bangalore,39.46,startup
605,ocean bites,restaurant,staff were rude and the place was not clean.,2,12/21/2024,yelp,3,support,negative,-0.5,service,india - chennai,13.44,sme
606,greenbasket,supermarket,long queues at checkout counters.,1,3/1/2024,yelp,1,delivery,negative,-0.61,service,sri lanka - kandy,17.4,sme
607,urban threads,clothing,quality is acceptable for the price.,4,9/5/2025,facebook,2,support,neutral,0.02,delivery,sri lanka - kandy,21.49,enterprise
